grid,position,positionOrder,points,laps,milliseconds,fastestLap,fastestLapTime,fastestLapSpeed,name,nationality_y,avg_pitstop,longest_pitstop,shortest_pitstop,pitstops,driver_name,age
6,4,4,12.0,55,5885698,36,105.187,190.084,Red Bull,Austrian,21221.0,21221,21221,1,Max Verstappen,26.0
5,5,5,10.0,57,5080499,43,86.964,219.525,Red Bull,Austrian,22208.0,22208,22208,1,Max Verstappen,26.0
16,3,3,15.0,56,5901350,31,96.72200000000001,202.886,Red Bull,Austrian,20162.0,23071,17421,4,Max Verstappen,26.0
7,5,5,10.0,52,5349159,47,98.429,213.888,Red Bull,Austrian,29567.0,29567,29567,1,Max Verstappen,26.0
4,5,5,10.0,78,6290539,56,76.32900000000001,157.387,Red Bull,Austrian,25510.5,25678,25343,2,Max Verstappen,26.0
4,4,4,12.0,51,4939555,51,90.678,233.878,Red Bull,Austrian,28601.5,29147,28056,2,Max Verstappen,26.0
5,5,5,10.0,70,5999989,44,80.49,195.944,Red Bull,Austrian,33605.0,33605,33605,1,Max Verstappen,26.0
3,1,1,25.0,56,5401290,50,94.467,211.235,Red Bull,Austrian,23652.0,23652,23652,1,Max Verstappen,26.0
4,2,2,18.0,53,5252405,51,93.72999999999999,223.036,Red Bull,Austrian,22620.0,22620,22620,1,Max Verstappen,26.0
16,4,4,12.0,56,5647759,39,98.06,202.394,Red Bull,Austrian,23874.0,24325,23423,2,Max Verstappen,26.0
2,1,1,25.0,71,5786552,65,78.892,196.400,Red Bull,Austrian,22570.0,22570,22570,1,Max Verstappen,26.0
4,5,5,10.0,71,5519202,64,71.044,218.349,Red Bull,Austrian,20116.2,23180,17913,5,Max Verstappen,26.0
6,5,5,10.0,55,5700331,43,102.02799999999999,195.969,Red Bull,Austrian,21269.0,21269,21269,1,Max Verstappen,26.0
4,6,6,8.0,58,5402228,54,86.88,219.737,Red Bull,Austrian,20953.0,20953,20953,1,Max Verstappen,26.0
5,5,5,10.0,56,5756816,50,96.206,203.974,Red Bull,Austrian,22655.5,22715,22596,2,Max Verstappen,26.0
5,3,3,15.0,66,5756845,62,79.422,210.999,Red Bull,Austrian,21740.0,21740,21740,1,Max Verstappen,26.0
20,9,9,2.0,78,6200124,60,74.26,161.772,Red Bull,Austrian,24111.0,24111,24111,1,Max Verstappen,26.0
3,3,3,15.0,68,5319737,65,73.864,212.547,Red Bull,Austrian,23137.0,23137,23137,1,Max Verstappen,26.0
4,2,2,18.0,53,5418475,47,94.275,223.083,Red Bull,Austrian,24395.0,24395,24395,1,Max Verstappen,26.0
4,1,1,25.0,71,4916024,70,67.44200000000001,230.491,Red Bull,Austrian,21214.0,21214,21214,1,Max Verstappen,26.0
4,4,4,12.0,67,5557499,66,75.852,217.085,Red Bull,Austrian,19375.333333333332,19742,19087,3,Max Verstappen,26.0
7,3,3,15.0,44,5045848,36,106.946,235.767,Red Bull,Austrian,21141.5,22341,19942,2,Max Verstappen,26.0
5,5,5,10.0,53,4632692,41,83.60900000000001,249.432,Red Bull,Austrian,24003.0,24003,24003,1,Max Verstappen,26.0
2,2,2,18.0,61,6680572,54,103.345,176.368,Red Bull,Austrian,29681.0,29681,29681,1,Max Verstappen,26.0
19,5,5,10.0,53,5276197,45,96.283,218.655,Red Bull,Austrian,29370.0,29370,29370,1,Max Verstappen,26.0
3,3,3,15.0,53,5251357,50,93.36699999999999,223.903,Red Bull,Austrian,28789.0,28789,28789,1,Max Verstappen,26.0
18,2,2,18.0,56,5659924,45,98.24600000000001,202.011,Red Bull,Austrian,23446.0,23446,23446,1,Max Verstappen,26.0
2,1,1,25.0,71,5908851,66,79.186,195.670,Red Bull,Austrian,22131.5,22175,22088,2,Max Verstappen,26.0
5,2,2,18.0,71,5230535,61,71.578,216.720,Red Bull,Austrian,23432.0,23432,23432,1,Max Verstappen,26.0
6,3,3,15.0,55,5993088,51,101.90899999999999,196.198,Red Bull,Austrian,21057.0,21057,21057,1,Max Verstappen,26.0
4,3,3,15.0,58,5149845,57,86.256,221.327,Red Bull,Austrian,21157.0,21157,21157,1,Max Verstappen,26.0
5,4,4,12.0,57,5667703,47,95.311,204.417,Red Bull,Austrian,25464.0,26729,24199,2,Max Verstappen,26.0
5,4,4,12.0,56,5553977,45,96.143,204.108,Red Bull,Austrian,22794.0,23223,22365,2,Max Verstappen,26.0
4,4,4,12.0,51,5530435,39,104.794,206.221,Red Bull,Austrian,20973.0,20973,20973,1,Max Verstappen,26.0
4,3,3,15.0,66,5758122,57,79.769,210.081,Red Bull,Austrian,22478.5,22540,22417,2,Max Verstappen,26.0
3,4,4,12.0,78,6213974,9,76.229,157.593,Red Bull,Austrian,24011.0,24011,24011,1,Max Verstappen,26.0
9,5,5,10.0,70,5404739,67,74.767,209.980,Red Bull,Austrian,23426.0,23426,23426,1,Max Verstappen,26.0
4,4,4,12.0,53,5106103,38,94.162,223.351,Red Bull,Austrian,30118.0,30118,30118,1,Max Verstappen,26.0
2,1,1,26.0,71,4921822,60,67.475,230.378,Red Bull,Austrian,21110.0,21110,21110,1,Max Verstappen,26.0
4,5,5,10.0,52,4907910,45,89.27199999999999,237.561,Red Bull,Austrian,27888.5,27950,27827,2,Max Verstappen,26.0
2,1,1,26.0,64,6271275,61,76.645,214.839,Red Bull,Austrian,20371.8,22358,19062,5,Max Verstappen,26.0
1,2,2,19.0,70,5721592,69,77.10300000000001,204.552,Red Bull,Austrian,21434.5,21705,21164,2,Max Verstappen,26.0
19,8,8,4.0,53,4601157,41,83.143,250.830,Red Bull,Austrian,27757.0,31211,24303,2,Max Verstappen,26.0
4,3,3,15.0,61,7117488,56,105.176,173.298,Red Bull,Austrian,28846.0,28846,28846,1,Max Verstappen,26.0
9,4,4,12.0,53,5633202,47,96.937,217.180,Red Bull,Austrian,29978.0,29978,29978,1,Max Verstappen,26.0
4,6,6,8.0,71,5877711,65,80.406,192.702,Red Bull,Austrian,24493.0,24493,24493,1,Max Verstappen,26.0
3,3,3,15.0,56,5640655,42,98.214,202.077,Red Bull,Austrian,23580.0,23716,23444,2,Max Verstappen,26.0
1,1,1,25.0,71,5594678,61,70.862,218.909,Red Bull,Austrian,22689.333333333332,22818,22593,3,Max Verstappen,26.0
2,2,2,18.0,55,5662487,55,101.119,197.731,Red Bull,Austrian,21023.0,21023,21023,1,Max Verstappen,26.0
2,3,3,15.0,71,5004381,70,66.145,235.010,Red Bull,Austrian,21014.0,21091,20937,2,Max Verstappen,26.0
7,2,2,18.0,70,5781175,60,79.184,199.176,Red Bull,Austrian,21398.5,21529,21268,2,Max Verstappen,26.0
3,2,2,19.0,52,5287139,52,87.09700000000001,243.494,Red Bull,Austrian,28240.5,28273,28208,2,Max Verstappen,26.0
4,1,1,25.0,52,4781993,46,89.465,237.049,Red Bull,Austrian,29050.5,29115,28986,2,Max Verstappen,26.0
3,2,2,18.0,66,5529456,53,81.477,205.677,Red Bull,Austrian,21566.5,21601,21532,2,Max Verstappen,26.0
3,3,3,15.0,44,5064216,27,108.305,232.809,Red Bull,Austrian,23314.0,23314,23314,1,Max Verstappen,26.0
2,2,2,18.0,53,5648093,53,97.332,216.298,Red Bull,Austrian,28748.0,28748,28748,1,Max Verstappen,26.0
3,2,2,19.0,60,5754111,60,88.139,210.267,Red Bull,Austrian,22337.0,22568,22106,2,Max Verstappen,26.0
3,3,3,15.0,66,5431336,62,79.854,209.767,Red Bull,Austrian,26394.0,26394,26394,1,Max Verstappen,26.0
2,6,6,8.0,58,6184186,53,98.431,195.231,Red Bull,Austrian,23187.0,24256,22518,3,Max Verstappen,26.0
3,2,2,19.0,57,10788769,48,92.01400000000001,211.741,Red Bull,Austrian,310001.75,1164529,23906,4,Max Verstappen,26.0
1,1,1,25.0,55,5788645,14,100.958,198.046,Red Bull,Austrian,21289.0,21289,21289,1,Max Verstappen,26.0
1,2,2,18.0,56,5524642,41,93.22800000000001,208.984,Red Bull,Austrian,24307.5,24767,23848,2,Max Verstappen,26.0
3,1,1,25.0,63,7354598,60,77.524,227.960,Red Bull,Austrian,825585.0,1621361,29809,2,Max Verstappen,26.0
3,2,2,18.0,66,5700569,62,80.695,207.581,Red Bull,Austrian,24471.0,26743,22104,4,Max Verstappen,26.0
2,2,2,19.0,66,5603521,62,78.149,215.357,Red Bull,Austrian,22578.5,23565,21592,2,Max Verstappen,26.0
2,1,1,25.0,78,5936820,58,74.649,160.929,Red Bull,Austrian,23746.0,23746,23746,1,Max Verstappen,26.0
1,1,1,26.0,53,5245770,35,96.404,218.156,Red Bull,Austrian,29963.0,30123,29803,2,Max Verstappen,26.0
1,1,1,25.0,71,4938925,68,68.017,228.542,Red Bull,Austrian,20936.0,20936,20936,1,Max Verstappen,26.0
1,1,1,26.0,71,5034543,62,66.2,234.815,Red Bull,Austrian,21163.0,21236,21090,2,Max Verstappen,26.0
3,9,9,2.0,70,7563443,43,80.945,194.843,Red Bull,Austrian,311211.6,1456349,20848,5,Max Verstappen,26.0
1,1,1,25.0,72,5405395,60,73.275,209.244,Red Bull,Austrian,18860.0,19142,18578,2,Max Verstappen,26.0
20,2,2,18.0,53,5494272,28,98.396,213.959,Red Bull,Austrian,30297.5,31017,29578,2,Max Verstappen,26.0
2,2,2,18.0,58,5478687,53,92.759,207.169,Red Bull,Austrian,22442.0,22442,22442,1,Max Verstappen,26.0
1,1,1,25.0,56,5676552,52,99.096,200.278,Red Bull,Austrian,23889.5,24052,23727,2,Max Verstappen,26.0
3,1,1,25.0,71,5919086,52,78.999,196.134,Red Bull,Austrian,21908.0,21908,21908,1,Max Verstappen,26.0
2,2,2,18.0,71,5553347,47,72.486,214.005,Red Bull,Austrian,20302.75,22766,17807,4,Max Verstappen,26.0
7,2,2,19.0,57,5094214,57,83.196,232.799,Red Bull,Austrian,25313.333333333332,25465,25175,3,Max Verstappen,26.0
3,2,2,18.0,50,7586943,35,91.488,242.943,Red Bull,Austrian,1041983.0,1087591,996375,2,Max Verstappen,26.0
1,1,1,26.0,58,5417345,39,86.10300000000001,220.800,Red Bull,Austrian,21492.0,21871,21152,3,Max Verstappen,26.0
4,1,1,25.0,50,5059293,50,91.77199999999999,242.191,Red Bull,Austrian,20731.0,20731,20731,1,Max Verstappen,26.0
1,1,1,26.0,63,5527986,55,78.446,225.281,Red Bull,Austrian,29971.5,30001,29942,2,Max Verstappen,26.0
3,1,1,26.0,57,5664258,54,91.361,213.255,Red Bull,Austrian,18798.0,18798,18798,1,Max Verstappen,26.0
2,1,1,25.0,66,5840475,46,85.456,196.943,Red Bull,Austrian,22026.666666666668,22173,21941,3,Max Verstappen,26.0
4,3,3,15.0,64,6991756,47,76.05199999999999,157.960,Red Bull,Austrian,409838.0,1175575,26930,3,Max Verstappen,26.0
3,1,1,25.0,51,5645941,50,106.05,203.779,Red Bull,Austrian,21095.0,21468,20722,2,Max Verstappen,26.0
1,1,1,25.0,70,5781757,64,75.839,207.012,Red Bull,Austrian,23960.5,24217,23704,2,Max Verstappen,26.0
2,7,7,6.0,52,8289088,44,92.354,229.633,Red Bull,Austrian,781180.75,3037323,28709,4,Max Verstappen,26.0
1,2,2,19.0,71,5065844,62,67.275,231.063,Red Bull,Austrian,21595.0,22022,21319,3,Max Verstappen,26.0
2,1,1,25.0,53,5402112,30,97.491,215.724,Red Bull,Austrian,35266.0,35266,35266,1,Max Verstappen,26.0
10,1,1,25.0,70,5975912,45,82.126,192.041,Red Bull,Austrian,21289.5,21351,21228,2,Max Verstappen,26.0
14,1,1,26.0,44,5152894,32,109.354,230.575,Red Bull,Austrian,22602.0,22882,22322,2,Max Verstappen,26.0
1,1,1,26.0,72,5802773,62,73.652,208.173,Red Bull,Austrian,18253.0,19655,14113,4,Max Verstappen,26.0
7,1,1,25.0,53,4827511,38,84.745,246.088,Red Bull,Austrian,23941.0,24091,23791,2,Max Verstappen,26.0
8,7,7,6.0,59,7399063,52,109.142,167.000,Red Bull,Austrian,29591.0,29775,29407,2,Max Verstappen,26.0
1,1,1,25.0,28,10904004,10,104.911,199.266,Red Bull,Austrian,205853.5,387399,24308,2,Max Verstappen,26.0
2,1,1,25.0,56,6131687,37,99.541,199.383,Red Bull,Austrian,28060.0,32254,23866,2,Max Verstappen,26.0
1,1,1,25.0,71,5916729,36,82.04599999999999,188.850,Red Bull,Austrian,22487.0,22487,22487,1,Max Verstappen,26.0
3,6,6,8.0,71,5924100,64,74.195,209.076,Red Bull,Austrian,28908.666666666668,31682,24102,3,Max Verstappen,26.0
1,1,1,25.0,58,5265914,54,89.392,212.676,Red Bull,Austrian,22735.0,22735,22735,1,Max Verstappen,26.0
13,8,8,4.0,57,5719389,42,95.291,204.460,Red Bull,Austrian,26020.5,27557,24484,2,Pierre Gasly,28.0
6,6,6,9.0,56,5615657,55,94.74199999999999,207.126,Red Bull,Austrian,22477.0,22722,22301,3,Pierre Gasly,28.0
6,6,6,8.0,66,5770019,57,80.536,208.080,Red Bull,Austrian,22329.0,22563,22095,2,Pierre Gasly,28.0
8,5,5,11.0,78,6218383,72,74.279,161.730,Red Bull,Austrian,24009.5,24161,23858,2,Pierre Gasly,28.0
5,4,4,12.0,52,4903144,48,89.544,236.839,Red Bull,Austrian,27905.0,27905,27905,1,Pierre Gasly,28.0
17,5,5,10.0,44,5107035,41,107.507,234.537,Red Bull,Austrian,22506.0,22506,22506,1,Alexander Albon,27.0
8,6,6,8.0,53,4585980,45,83.364,250.165,Red Bull,Austrian,29830.0,29830,29830,1,Alexander Albon,27.0
6,6,6,8.0,61,7125330,59,105.25999999999999,173.159,Red Bull,Austrian,28606.0,28606,28606,1,Alexander Albon,27.0
0,5,5,10.0,53,5657340,50,96.762,217.573,Red Bull,Austrian,29854.0,29854,29854,1,Alexander Albon,27.0
6,4,4,12.0,52,4966292,36,92.775,225.332,Red Bull,Austrian,23327.5,23354,23301,2,Alexander Albon,27.0
5,5,5,10.0,71,5830303,48,79.325,195.328,Red Bull,Austrian,22097.5,22192,22003,2,Alexander Albon,27.0
6,5,5,10.0,56,5713691,42,98.029,202.458,Red Bull,Austrian,27006.0,34100,23213,3,Alexander Albon,27.0
5,14,14,0.0,71,5609605,52,71.087,218.217,Red Bull,Austrian,23072.0,23073,23071,2,Alexander Albon,27.0
5,6,6,8.0,55,5714920,49,102.219,195.603,Red Bull,Austrian,22028.0,22028,22028,1,Alexander Albon,27.0
6,4,4,12.0,71,5015083,67,67.299,230.981,Red Bull,Austrian,21505.0,21505,21505,1,Alexander Albon,27.0
13,5,5,10.0,70,5850789,68,79.44,198.534,Red Bull,Austrian,22610.0,23046,22174,2,Alexander Albon,27.0
12,8,8,4.0,52,5313953,52,88.689,239.123,Red Bull,Austrian,31071.0,33308,28834,2,Alexander Albon,27.0
9,5,5,10.0,52,4821139,46,89.477,237.017,Red Bull,Austrian,28137.5,28417,27858,2,Alexander Albon,27.0
5,6,6,8.0,44,5091473,27,108.73599999999999,231.886,Red Bull,Austrian,22738.0,22738,22738,1,Alexander Albon,27.0
9,15,15,0.0,53,6463589,48,84.926,245.564,Red Bull,Austrian,778954.0,1528247,29661,2,Alexander Albon,27.0
4,3,3,15.0,59,8383124,51,80.039,235.909,Red Bull,Austrian,560790.8,1438719,17591,5,Alexander Albon,27.0
15,10,10,1.0,53,5738224,51,98.37700000000001,214.001,Red Bull,Austrian,30161.0,30211,30111,2,Alexander Albon,27.0
6,15,15,0.0,63,5369714,63,76.17699999999999,231.991,Red Bull,Austrian,29661.0,29770,29552,2,Alexander Albon,27.0
4,7,7,6.0,58,6185797,54,99.09899999999999,193.915,Red Bull,Austrian,22546.0,22602,22490,2,Alexander Albon,27.0
4,3,3,15.0,57,10795520,41,93.684,207.967,Red Bull,Austrian,403209.0,1161607,23848,3,Alexander Albon,27.0
12,6,6,8.0,87,5488956,52,57.056,223.548,Red Bull,Austrian,23759.5,23874,23645,2,Alexander Albon,27.0
5,4,4,12.0,55,5808632,42,101.227,197.520,Red Bull,Austrian,21508.0,21508,21508,1,Alexander Albon,27.0
11,11,11,0.0,52,5400908,42,96.744,219.213,Force India,Indian,25684.666666666668,27240,24077,3,Adrian Sutil,41.0
8,6,6,8.0,60,5936542,57,96.65299999999999,191.745,Force India,Indian,20859.0,20879,20839,2,Adrian Sutil,41.0
15,7,7,6.0,44,5264606,33,112.59100000000001,223.946,Force India,Indian,21878.0,22773,20983,2,Adrian Sutil,41.0
11,11,11,0.0,53,5507874,43,98.13300000000001,213.029,Force India,Indian,21562.333333333332,21839,21337,3,Adrian Sutil,41.0
10,11,11,0.0,55,5953223,49,102.01400000000001,198.149,Force India,Indian,23368.0,24820,21916,2,Adrian Sutil,41.0
9,8,8,4.0,55,5909008,53,104.709,190.952,Force India,Indian,20485.0,20614,20356,2,Adrian Sutil,41.0
12,7,7,6.0,58,5468293,49,90.71000000000001,210.459,Force India,Indian,22721.0,22749,22693,2,Adrian Sutil,41.0
6,13,13,0.0,57,5837217,44,97.07,200.712,Force India,Indian,23680.0,26495,22199,3,Adrian Sutil,41.0
8,5,5,10.0,78,8293533,74,78.292,153.578,Force India,Indian,25274.0,25274,25274,1,Adrian Sutil,41.0
6,7,7,6.0,52,5595791,35,95.961,221.002,Force India,Indian,24982.5,25158,24807,2,Adrian Sutil,41.0
15,13,13,0.0,60,6132449,60,95.816,193.420,Force India,Indian,20637.666666666668,21799,19910,3,Adrian Sutil,41.0
12,9,9,2.0,44,5091743,35,112.226,224.675,Force India,Indian,23491.0,23655,23327,2,Adrian Sutil,41.0
15,10,10,1.0,61,7237800,43,109.656,166.283,Force India,Indian,30358.0,31230,29678,3,Adrian Sutil,41.0
13,9,9,2.0,60,5546921,60,88.419,208.665,Force India,Indian,23891.0,23891,23891,1,Adrian Sutil,41.0
17,10,10,1.0,55,5979363,48,105.60900000000001,189.324,Force India,Indian,22048.0,22048,22048,1,Adrian Sutil,41.0
16,9,9,2.0,56,9939704,51,102.173,195.304,Force India,Indian,23587.666666666668,23856,23358,3,Nico Hülkenberg,36.0
16,15,15,0.0,56,5838142,48,100.977,194.337,Force India,Indian,26717.0,32407,21027,2,Nico Hülkenberg,36.0
13,12,12,0.0,57,5787529,46,98.312,198.177,Force India,Indian,22473.0,22560,22413,3,Nico Hülkenberg,36.0
10,8,8,4.0,78,6409119,35,78.423,153.322,Force India,Indian,26447.0,26447,26447,1,Nico Hülkenberg,36.0
13,12,12,0.0,70,5595822,62,77.202,203.357,Force India,Indian,24121.5,24583,23660,2,Nico Hülkenberg,36.0
8,5,5,10.0,57,6276642,40,104.226,187.174,Force India,Indian,20765.0,21198,20332,2,Nico Hülkenberg,36.0
14,12,12,0.0,52,5159144,37,95.981,220.956,Force India,Indian,25752.0,26060,25444,2,Nico Hülkenberg,36.0
4,9,9,2.0,67,5514024,56,79.372,207.458,Force India,Indian,18364.333333333332,18442,18286,3,Nico Hülkenberg,36.0
10,11,11,0.0,69,6122786,60,86.07300000000001,183.235,Force India,Indian,20671.5,20736,20607,2,Nico Hülkenberg,36.0
11,4,4,12.0,44,5376373,40,113.75999999999999,221.645,Force India,Indian,21424.0,22152,20696,2,Nico Hülkenberg,36.0
11,14,14,0.0,59,7325557,52,111.033,164.480,Force India,Indian,31859.0,34601,30363,3,Nico Hülkenberg,36.0
15,7,7,6.0,53,5387401,46,97.938,213.453,Force India,Indian,21347.5,21688,21007,2,Nico Hülkenberg,36.0
8,6,6,8.0,55,5833952,54,102.64500000000001,196.931,Force India,Indian,21553.5,22125,20982,2,Nico Hülkenberg,36.0
12,8,8,4.0,60,5525742,60,89.23,206.769,Force India,Indian,21654.0,21654,21654,1,Nico Hülkenberg,36.0
6,8,8,4.0,56,5829061,53,101.048,196.409,Force India,Indian,22099.0,22099,22099,1,Nico Hülkenberg,36.0
6,5,5,10.0,71,6328364,38,78.21000000000001,198.342,Force India,Indian,19241.666666666668,22250,14128,3,Nico Hülkenberg,36.0
7,6,6,8.0,57,5629428,56,92.568,206.235,Force India,Indian,22774.0,22933,22615,2,Nico Hülkenberg,36.0
7,5,5,10.0,56,6073173,38,105.982,188.284,Force India,Indian,25111.5,25336,24887,2,Nico Hülkenberg,36.0
11,5,5,10.0,57,6011397,37,98.785,197.228,Force India,Indian,24598.5,24757,24440,2,Nico Hülkenberg,36.0
8,6,6,8.0,54,5662633,33,102.624,191.218,Force India,Indian,23101.0,23438,22764,2,Nico Hülkenberg,36.0
11,5,5,10.0,70,5965673,64,78.936,198.890,Force India,Indian,23902.0,23902,23902,1,Nico Hülkenberg,36.0
10,9,9,2.0,71,5319113,60,73.156,212.882,Force India,Indian,22083.0,22246,21920,2,Nico Hülkenberg,36.0
4,8,8,4.0,52,8900786,52,98.625,215.032,Force India,Indian,29579.0,29579,29579,1,Nico Hülkenberg,36.0
9,7,7,6.0,67,5687092,44,82.098,200.570,Force India,Indian,19539.0,19564,19514,2,Nico Hülkenberg,36.0
18,10,10,1.0,44,5142253,40,113.612,221.934,Force India,Indian,23832.0,23841,23823,2,Nico Hülkenberg,36.0
13,12,12,0.0,53,4822842,35,89.366,233.363,Force India,Indian,25547.0,25547,25547,1,Nico Hülkenberg,36.0
13,9,9,2.0,60,7266456,27,112.762,161.703,Force India,Indian,29921.333333333332,30415,29362,3,Nico Hülkenberg,36.0
13,8,8,4.0,44,6818969,28,112.814,185.306,Force India,Indian,302480.75,1136562,23873,4,Nico Hülkenberg,36.0
17,12,12,0.0,53,5592053,50,102.685,205.023,Force India,Indian,30096.0,30096,30096,1,Nico Hülkenberg,36.0
12,8,8,4.0,71,5466489,70,73.728,210.400,Force India,Indian,23429.333333333332,23554,23323,3,Nico Hülkenberg,36.0
12,6,6,16.0,55,6004767,47,105.777,189.024,Force India,Indian,24543.5,27445,21642,2,Nico Hülkenberg,36.0
11,11,11,0.0,78,6584652,46,79.92099999999999,150.313,Force India,Indian,29765.5,34773,24758,2,Nico Hülkenberg,36.0
5,6,6,8.0,71,5481005,62,72.541,214.686,Force India,Indian,21685.0,21685,21685,1,Nico Hülkenberg,36.0
9,7,7,6.0,52,5566473,32,98.29599999999999,215.752,Force India,Indian,31224.5,33891,28558,2,Nico Hülkenberg,36.0
13,6,6,8.0,53,5342067,43,98.331,212.600,Force India,Indian,27667.0,35760,23491,3,Nico Hülkenberg,36.0
10,7,7,6.0,71,6180898,69,82.39099999999999,188.059,Force India,Indian,23706.5,24136,23277,2,Nico Hülkenberg,36.0
7,7,7,6.0,55,6003793,29,107.064,186.751,Force India,Indian,22109.5,22174,22045,2,Nico Hülkenberg,36.0
10,7,7,6.0,57,6569764,49,92.833,205.646,Force India,Indian,555661.0,1089155,22167,2,Nico Hülkenberg,36.0
5,6,6,8.0,78,7262132,74,79.232,151.620,Force India,Indian,26139.5,27064,25215,2,Nico Hülkenberg,36.0
12,9,9,2.0,51,5650074,37,108.012,200.077,Force India,Indian,20347.0,20347,20347,1,Nico Hülkenberg,36.0
8,7,7,6.0,52,5773543,51,97.618,217.250,Force India,Indian,30307.0,30747,29867,2,Nico Hülkenberg,36.0
8,7,7,6.0,67,5514249,46,80.056,205.686,Force India,Indian,19553.0,19907,19144,3,Nico Hülkenberg,36.0
7,4,4,12.0,44,6326965,41,113.53,222.094,Force India,Indian,348682.3333333333,998468,23564,3,Nico Hülkenberg,36.0
9,10,10,1.0,53,4726745,40,86.95400000000001,239.837,Force India,Indian,24298.0,24553,24043,2,Nico Hülkenberg,36.0
8,8,8,4.0,56,5906838,43,97.793,204.051,Force India,Indian,25271.0,26609,24012,3,Nico Hülkenberg,36.0
9,8,8,4.0,53,5262510,39,97.351,214.740,Force India,Indian,22892.0,22952,22832,2,Nico Hülkenberg,36.0
5,7,7,6.0,71,6090293,50,83.288,186.034,Force India,Indian,22134.0,22134,22134,1,Nico Hülkenberg,36.0
8,7,7,6.0,71,10891162,69,86.72800000000001,178.862,Force India,Indian,1172696.6666666667,2008504,24282,3,Nico Hülkenberg,36.0
7,7,7,6.0,55,5934127,31,105.949,188.717,Force India,Indian,21658.0,21834,21482,2,Nico Hülkenberg,36.0
14,10,10,1.0,56,5951395,48,102.88300000000001,193.956,Force India,Indian,23056.333333333332,23977,22419,3,Paul di Resta,37.0
8,11,11,0.0,56,5886983,45,102.614,191.237,Force India,Indian,21603.5,21989,21218,2,Paul di Resta,37.0
17,11,11,0.0,44,5288887,32,113.223,222.696,Force India,Indian,21342.0,21350,21334,2,Paul di Resta,37.0
10,6,6,8.0,61,7257824,41,114.239,159.864,Force India,Indian,30234.0,30704,29764,2,Paul di Resta,37.0
12,12,12,0.0,53,5515753,43,97.97,213.383,Force India,Indian,21827.0,21964,21553,3,Paul di Resta,37.0
9,10,10,1.0,55,5950596,50,102.102,197.978,Force India,Indian,21567.5,22075,21060,2,Paul di Resta,37.0
10,9,9,2.0,55,5932973,49,104.12,192.032,Force India,Indian,20216.0,20216,20216,1,Paul di Resta,37.0
15,10,10,1.0,58,5689302,57,90.605,210.703,Force India,Indian,24756.0,24933,24579,2,Paul di Resta,37.0
14,7,7,6.0,56,9936224,55,101.819,195.983,Force India,Indian,23006.333333333332,23988,22175,3,Paul di Resta,37.0
15,12,12,0.0,56,5829202,40,101.49799999999999,193.339,Force India,Indian,20696.5,21006,20387,2,Paul di Resta,37.0
10,6,6,8.0,57,5768533,41,98.372,198.056,Force India,Indian,22276.0,22483,22069,2,Paul di Resta,37.0
14,7,7,6.0,78,6408094,51,79.757,150.757,Force India,Indian,25642.0,25642,25642,1,Paul di Resta,37.0
8,11,11,0.0,70,5587279,63,77.219,203.312,Force India,Indian,21611.5,21734,21489,2,Paul di Resta,37.0
10,7,7,6.0,57,6279515,45,104.101,187.398,Force India,Indian,20295.0,20295,20295,1,Paul di Resta,37.0
9,11,11,0.0,67,5525089,67,79.717,206.560,Force India,Indian,17933.5,17968,17899,2,Paul di Resta,37.0
12,12,12,0.0,69,6128390,57,85.976,183.441,Force India,Indian,20406.0,20460,20352,2,Paul di Resta,37.0
9,10,10,1.0,44,5412313,28,114.562,220.093,Force India,Indian,21258.5,21402,21115,2,Paul di Resta,37.0
9,8,8,4.0,53,4822278,51,89.068,234.144,Force India,Indian,22190.0,22190,22190,1,Paul di Resta,37.0
6,4,4,12.0,59,7245207,54,112.931,161.716,Force India,Indian,30527.5,31026,30029,2,Paul di Resta,37.0
11,12,12,0.0,53,5419702,48,97.535,214.335,Force India,Indian,21203.5,21344,21063,2,Paul di Resta,37.0
14,12,12,0.0,55,5873099,48,103.517,195.272,Force India,Indian,20511.5,20805,20218,2,Paul di Resta,37.0
16,12,12,0.0,60,5553559,59,89.086,207.103,Force India,Indian,23948.0,23948,23948,1,Paul di Resta,37.0
12,9,9,2.0,55,6382827,53,105.61699999999999,189.310,Force India,Indian,22254.666666666668,26670,19829,3,Paul di Resta,37.0
9,8,8,4.0,58,5471674,56,90.894,210.033,Force India,Indian,23030.5,23051,23010,2,Paul di Resta,37.0
11,8,8,4.0,56,5838029,55,100.101,196.038,Force India,Indian,20249.666666666668,20598,19831,3,Paul di Resta,37.0
5,4,4,12.0,57,5782225,57,98.336,198.128,Force India,Indian,22242.0,22475,22009,2,Paul di Resta,37.0
10,7,7,6.0,66,6025584,55,86.776,193.117,Force India,Indian,19927.5,20615,19481,4,Paul di Resta,37.0
17,9,9,2.0,78,8299664,77,79.215,151.789,Force India,Indian,25643.0,25643,25643,1,Paul di Resta,37.0
21,9,9,2.0,52,5597399,52,95.33,222.465,Force India,Indian,27834.666666666668,33401,25004,3,Paul di Resta,37.0
12,11,11,0.0,60,6128482,43,96.566,191.918,Force India,Indian,21015.0,21483,20547,2,Paul di Resta,37.0
12,11,11,0.0,53,5307873,41,97.407,214.617,Force India,Indian,23667.0,23858,23476,2,Paul di Resta,37.0
12,8,8,4.0,60,5545055,58,89.3,206.606,Force India,Indian,23843.0,24024,23662,2,Paul di Resta,37.0
